"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1881","robot","test/robot/AstroRecieverTest.java","3","24","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1882","robot","test/robot/AstroRecieverTest.java","3","24","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"1883","robot","test/robot/AstroRecieverTest.java","3","25","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1884","robot","test/robot/AstroRecieverTest.java","3","25","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"1885","robot","test/robot/AstroRecieverTest.java","3","70","Document empty method","Design Rules","UncommentedEmptyMethod"
"1886","robot","test/robot/AstroRecieverTest.java","3","70","You may have misspelled a JUnit framework method (setUp or tearDown)","JUnit Rules","JUnitSpelling"
"1887","robot","test/robot/AstroRecieverTest.java","3","81","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"1888","robot","test/robot/AstroRecieverTest.java","3","87","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"1889","robot","test/robot/AstroRecieverTest.java","3","101","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"1890","robot","test/robot/AstroRecieverTest.java","3","107","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"1891","robot","test/robot/AstroRecieverTest.java","3","121","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"1892","robot","test/robot/JUnitAlgorithm.java","3","27","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1893","robot","test/robot/JUnitAlgorithm.java","2","27","Use of modifier volatile is not recommended.","Controversial Rules","AvoidUsingVolatile"
"1894","robot","test/robot/JUnitAlgorithm.java","3","28","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1895","robot","test/robot/JUnitAlgorithm.java","3","28","Private field 'freq' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"1896","robot","test/robot/JUnitAlgorithm.java","3","30","Parameter 'freq' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1897","robot","test/robot/JUnitAlgorithm.java","3","79","Parameter 'doubleSettings' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1898","robot","test/robot/JUnitAlgorithm.java","3","85","Parameter 'longSettings' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1899","robot","test/robot/JUnitAlgorithm.java","3","91","Document empty method","Design Rules","UncommentedEmptyMethod"
"1900","robot","test/robot/JUnitAlgorithm.java","3","91","Parameter 'robot' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1901","robot","test/robot/JUnitAlgorithm.java","3","96","Avoid variables with short names like p","Naming Rules","ShortVariable"
"1902","robot","test/robot/JUnitAlgorithm.java","3","96","Document empty method","Design Rules","UncommentedEmptyMethod"
"1903","robot","test/robot/JUnitAlgorithm.java","3","96","Parameter 'p' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1904","robot","test/robot/RobotSchedulerServerTest.java","3","8","This class name ends with 'Test' but contains no test cases","JUnit Rules","TestClassWithoutTestCases"
"1905","robot","test/robot/RobotSchedulerServerTest.java","3","8","To be compliant to J2EE, a webapp should not use any thread.","J2EE Rules","DoNotUseThreads"
"1906","robot","test/robot/RobotSchedulerServerTest.java","3","10","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1907","robot","test/robot/RobotSchedulerServerTest.java","3","10","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"1908","robot","test/robot/RobotSchedulerServerTest.java","3","11","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1909","robot","test/robot/RobotSchedulerServerTest.java","3","11","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"1910","robot","test/robot/RobotSchedulerServerTest.java","3","12","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1911","robot","test/robot/RobotSchedulerServerTest.java","3","12","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"1912","robot","test/robot/RobotSchedulerServerTest.java","3","13","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1913","robot","test/robot/RobotSchedulerServerTest.java","3","13","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"1914","robot","test/robot/RobotSchedulerServerTest.java","3","14","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1915","robot","test/robot/RobotSchedulerServerTest.java","3","14","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"1916","robot","test/robot/RobotSchedulerServerTest.java","3","16","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"1917","robot","test/robot/RobotSchedulerServerTest.java","3","16","Parameter 'port' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1918","robot","test/robot/RobotSchedulerServerTest.java","3","24","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"1919","robot","test/robot/RobotSchedulerServerTest.java","3","25","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1920","robot","test/robot/RobotSchedulerServerTest.java","3","38","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"1921","robot","test/robot/RobotSchedulerServerTest.java","3","49","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"1922","robot","test/robot/RobotSchedulerTest.java","4","3","Avoid unused imports such as 'org.junit.Assert'","Type Resolution Rules","UnusedImports"
"1923","robot","test/robot/RobotSchedulerTest.java","3","40","This class has too many methods, consider refactoring it.","Code Size Rules","TooManyMethods"
"1924","robot","test/robot/RobotSchedulerTest.java","3","47","Local variable 'rand' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1925","robot","test/robot/RobotSchedulerTest.java","3","48","Local variable 'port' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1926","robot","test/robot/RobotSchedulerTest.java","3","50","Local variable 'testServer' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1927","robot","test/robot/RobotSchedulerTest.java","3","57","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"1928","robot","test/robot/RobotSchedulerTest.java","3","61","Local variable 'pHandler' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1929","robot","test/robot/RobotSchedulerTest.java","5","62","Found 'DD'-anomaly for variable 'schedueler' (lines '62'-'64').","Controversial Rules","DataflowAnomalyAnalysis"
"1930","robot","test/robot/RobotSchedulerTest.java","3","64","Do not hard code IPv4 or IPv6 addresses, even 127.0.0.1 !","Basic Rules","AvoidUsingHardCodedIP"
"1931","robot","test/robot/RobotSchedulerTest.java","3","66","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"1932","robot","test/robot/RobotSchedulerTest.java","3","70","Local variable 'tSched' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1933","robot","test/robot/RobotSchedulerTest.java","3","70","To be compliant to J2EE, a webapp should not use any thread.","J2EE Rules","DoNotUseThreads"
"1934","robot","test/robot/RobotSchedulerTest.java","3","70","To be compliant to J2EE, a webapp should not use any thread.","J2EE Rules","DoNotUseThreads"
"1935","robot","test/robot/RobotSchedulerTest.java","3","78","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"1936","robot","test/robot/RobotSchedulerTest.java","3","95","To be compliant to J2EE, a webapp should not use any thread.","J2EE Rules","DoNotUseThreads"
"1937","robot","test/robot/RobotSchedulerTest.java","3","95","To be compliant to J2EE, a webapp should not use any thread.","J2EE Rules","DoNotUseThreads"
"1938","robot","test/robot/RobotSchedulerTest.java","3","119","To be compliant to J2EE, a webapp should not use any thread.","J2EE Rules","DoNotUseThreads"
"1939","robot","test/robot/RobotSchedulerTest.java","3","120","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"1940","robot","test/robot/RobotSchedulerTest.java","3","121","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"1941","robot","test/robot/RobotSchedulerTest.java","3","122","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"1942","robot","test/robot/RobotSchedulerTest.java","3","128","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"1943","robot","test/robot/RobotSchedulerTest.java","3","135","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"1944","robot","test/robot/RobotSchedulerTest.java","3","138","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"1945","robot","test/robot/RobotSchedulerTest.java","3","171","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"1946","robot","test/robot/RobotSchedulerTest.java","3","252","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1947","robot","test/robot/RobotSchedulerTest.java","3","252","Private field 'name' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"1948","robot","test/robot/RobotSchedulerTest.java","3","254","Parameter 'algorithm' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1949","robot","test/robot/RobotSchedulerTest.java","3","254","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1950","robot","test/robot/RobotSchedulerTest.java","3","274","Parameter 'algorithm' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1951","robot","test/robot/RobotSchedulerTest.java","3","291","Avoid variables with short names like n","Naming Rules","ShortVariable"
"1952","robot","test/robot/RobotSchedulerTest.java","3","291","Parameter 'n' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1953","robot","test/robot/RobotSchedulerTest.java","3","296","Document empty method","Design Rules","UncommentedEmptyMethod"
"1954","robot","test/robot/RobotSchedulerTest.java","3","296","Parameter 'flag' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1955","robot","test/robot/RobotSchedulerTest.java","3","301","Document empty method","Design Rules","UncommentedEmptyMethod"
